category,question,answer
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 417),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Teams,My Teams audio or video isn't working? (instance 418),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Accounts,My university account is locked out? (instance 419),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Antivirus,My antivirus software won't update? (instance 420),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Antivirus,My antivirus software won't update? (instance 421),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Teams,My Teams audio or video isn't working? (instance 422),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Virtual Labs,The virtual desktop is running slowly? (instance 423),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 424),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Antivirus,My antivirus software won't update? (instance 425),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Virtual Labs,The virtual desktop is running slowly? (instance 426),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Eduroam,Eduroam says the certificate is not trusted? (instance 427),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Accounts,My university account is locked out? (instance 428),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 429),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 430)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Moodle,Moodle is not loading or running slowly? (instance 431),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
